PROTID	Chip2_11cells_A10	Chip2_11cells_A11	Chip2_11cells_A12	Chip2_11cells_B10	Chip2_11cells_B11	Chip2_11cells_B12	Chip2_1cell_A3	Chip2_1cell_A4	Chip2_1cell_A5	Chip2_1cell_A6	Chip2_1cell_B3	Chip2_1cell_B4	Chip2_1cell_B5	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_A8	Chip2_3cells_A9	Chip2_3cells_B7	Chip2_3cells_B8	Chip2_3cells_B9
Q0GNC1	18161646.00	28342904.00	17212314.00	23094126.00	29470026.00	27263470.00	1012483.40	816470.56	1117622.80	1007375.06	1980869.80	1193989.00	1498982.50	444557.53	4780914.00	3329759.50	7395166.00	4191570.00	5418266.50	4146339.80
Q91V92	18126440.00	27475998.00	24147470.00	33419478.00	28579934.00	26154768.00	2229697.20	2252174.20	2236031.50	1469345.20	2807126.00	3017943.00	8574138.00	0.00	9347144.00	7851818.00	17314982.00	5567394.50	7291043.50	5559400.00
P56716	18071822.00	20494162.00	14748881.00	35781812.00	31215560.00	20848302.00	3746660.80	3219346.80	1767619.60	1194042.90	1817776.40	3007053.00	2268479.80	2897106.80	7655948.00	5177968.00	4768191.50	6528625.50	5869360.00	4558422.00
P62862	18050432.00	24250840.00	13413381.00	28863254.00	27043488.00	25630680.00	462352.84	3483978.80	3689525.00	2941047.80	5951056.50	4337144.50	5366681.00	908663.06	6889457.50	7634738.00	7462004.00	6006856.50	10530285.00	6555270.50
Q62376	18009036.00	22271352.00	15651255.00	27143158.00	19830610.00	14991700.00	1933767.20	1660532.20	2018525.40	935391.25	1236440.10	944405.75	1327766.00	372311.20	4396198.00	4322317.50	5004010.00	4070842.00	5164635.50	3539244.50
Q8R1B4	17970744.00	27907626.00	20278304.00	28054600.00	26924006.00	23309032.00	652453.56	1898271.40	1789211.80	1213568.00	3074383.50	2199494.80	2524816.50	346757.44	4585250.50	4813912.00	8038358.00	4507733.00	7044312.00	4627136.00
P97447	17967900.00	20434412.00	22391492.00	24978914.00	20886958.00	18920878.00	649613.44	2479493.80	1740121.90	876063.60	2704301.50	1880876.90	1703699.90	263924.25	2964558.80	3832914.00	11436366.00	6736500.00	5220790.00	4185381.50
P24668	17888364.00	26166892.00	16718160.00	14720492.00	20358958.00	14081912.00	1646648.40	1147097.10	2022024.80	1546717.90	3463553.50	1784798.80	1550882.00	843278.06	6765219.00	6024210.50	10342116.00	3034011.50	3663270.50	5479785.50
P62897	17867146.00	24555048.00	12338803.00	18992524.00	22588190.00	28381778.00	5040998.00	1699322.80	2057510.20	1527323.90	4711595.00	2739767.00	2416002.50	1297767.40	7375898.00	7556837.00	11199547.00	3147608.80	8713574.00	9011538.00
P61957	17849406.00	25596122.00	18836786.00	29002632.00	24814570.00	17248202.00	370403.47	2156309.50	1554289.40	1665456.40	2419724.00	2116234.50	2149709.50	164196.94	4949809.50	6315662.50	5891548.00	5494449.50	6883006.50	4923523.00
Q9DAS9	17709320.00	19937048.00	17867700.00	20672720.00	19801060.00	20444412.00	2173574.00	1327988.10	1155647.60	631028.40	1413990.20	1297425.60	1254976.50	878777.30	3615218.80	5490847.50	6883138.00	3434246.80	5070835.50	5912254.00
O70435	17701968.00	23642634.00	14772068.00	23200200.00	25139262.00	20203252.00	958520.90	1860693.20	2108292.00	1543286.00	2545899.20	1831971.20	2206297.80	126574.59	5087560.00	5894132.50	6851153.00	4516786.50	6066660.50	3331725.50
Q99MN1	17679222.00	26520012.00	9906615.00	27120066.00	27958056.00	21905986.00	611104.90	704389.80	1370703.40	1270772.00	1674014.20	2623616.20	1514902.50	663982.20	5032952.00	3279904.80	8185542.00	3042294.00	7111678.50	5226521.00
Q3UZ39	17678162.00	26190340.00	18949758.00	32928920.00	31039194.00	20526068.00	825398.70	24571230.00	2454309.00	1264767.10	3809787.50	2309753.80	3829133.50	291520.88	8657577.00	5735033.50	11385631.00	9601716.00	8615047.00	7226027.00
Q9R1P3	17611724.00	17497992.00	12386088.00	14495070.00	18319930.00	15537037.00	713259.10	1189292.50	1509059.20	1119977.60	1925973.40	1184095.40	1279926.50	211893.05	3659751.80	4270975.50	5145445.00	3124499.80	4440452.50	3545454.80
Q9QZE5	17607428.00	26067204.00	18439500.00	23324512.00	24444856.00	21038260.00	867472.06	2251062.80	1749497.80	1722416.40	3738044.50	2407836.80	2464927.80	128784.77	4475515.50	6503406.00	9434448.00	5169524.00	5870680.50	6194141.00
O09005	17602410.00	21026380.00	13443865.00	14760652.00	16360796.00	10338048.00	910510.50	1177135.90	785218.40	179021.12	1715989.50	1006632.60	1519362.50	694177.00	3994884.00	1833507.90	4609792.50	3740159.20	4258221.50	2971300.80
Q00612	17498630.00	30870298.00	23159468.00	36544560.00	33188386.00	31474078.00	1431584.40	1493689.00	1358485.00	605921.44	2887738.00	1561049.80	1798586.50	47290.47	5577462.50	5635887.00	11208799.00	2551602.00	4769931.50	6711591.50
Q8C1B7	17449952.00	22470864.00	17613696.00	24559346.00	24752314.00	17650358.00	343249.56	2582255.00	836161.94	1660408.10	2760341.00	2190204.00	2671068.20	202510.70	4967538.50	4215252.00	6845810.00	6874606.00	6980780.50	5022667.50
P58774	17447856.00	15860471.00	13948143.00	25554852.00	15703296.00	11576990.00	884808.40	2239056.50	1994959.80	875246.75	5099504.50	2813812.00	1780814.00	430786.28	3574089.00	3227285.00	2812045.50	8082037.00	5554820.00	3505894.80
Q60597	17444180.00	21035678.00	15438955.00	23690988.00	17533030.00	15333999.00	2263002.20	458225.75	797663.25	1596486.80	1801838.50	1840090.80	989433.10	1215014.10	4733047.00	4141180.00	4049355.00	2339483.50	4260603.00	3015579.50
Q9QZD9	17375782.00	29368674.00	22867690.00	23178532.00	27278806.00	22787876.00	65319.06	1808804.50	1704829.20	1356843.60	3333518.20	2105164.50	1269644.60	199623.56	2819163.00	5786522.50	8206209.50	5089397.00	6272092.00	4770721.00
Q05186	17338884.00	20249156.00	16787634.00	16765066.00	23635832.00	17398456.00	1804269.10	1293607.50	1569840.00	1191289.20	2586104.50	1284384.40	2238896.50	594936.70	3295029.20	3042289.50	6570446.50	3093067.00	4146820.80	3198519.50
Q4VAA2	17266344.00	19471812.00	13993099.00	19494130.00	20407620.00	19119648.00	100799.93	2600466.00	2403767.20	1680218.40	2924874.00	2894650.80	3191554.50	131157.45	4690554.50	5195861.50	7690376.00	5694960.00	6594328.50	4993824.00
Q8BWT1	17219376.00	22826938.00	21245278.00	28756140.00	21151304.00	20223656.00	4077581.00	2068442.80	1513325.00	1093494.80	2232280.00	1319647.60	607968.25	1304185.10	4845435.00	6636944.00	6956073.50	2397274.50	2608154.00	7139865.50
P56399	17218016.00	24175730.00	16581736.00	24748466.00	19806080.00	20122152.00	1108688.60	2422116.20	1858590.40	1008939.00	3158757.50	2401405.80	3054931.50	222779.81	6438850.50	6585318.00	10104708.00	5850906.00	7692831.50	5763794.00
P17918	17206180.00	19263010.00	16068897.00	27462580.00	20361574.00	13425860.00	526715.80	4326924.50	1195617.60	1001875.80	1407167.80	2664034.50	2123958.20	293684.94	5847005.00	4069206.20	4264165.00	6522374.50	6120511.00	2703328.00
Q9WU78	17159892.00	23144960.00	14964922.00	23317820.00	22937028.00	48956672.00	1625773.50	1769786.00	1561584.80	1286264.10	2078977.00	1745221.90	2220513.20	378555.50	4186485.80	4101530.20	7789976.50	4236444.00	5885394.00	4932687.00
O70194	17085468.00	23401852.00	20665572.00	23506280.00	27118536.00	23400544.00	1218923.20	2405604.80	2597382.80	2185004.50	4866496.00	3529626.80	3922774.50	495061.25	5997518.00	6090107.00	9804276.00	6640875.50	7479728.50	5584848.00
Q5XJY5	17081840.00	19697376.00	15050396.00	17180478.00	18381734.00	16631708.00	593575.90	1941222.50	1719058.10	1088062.80	2717706.20	1560245.60	1955109.20	203348.19	3874302.00	4661832.50	6460299.50	4235689.00	5805033.00	4476722.00
Q9Z1Z2	17071800.00	22093542.00	15654195.00	24186556.00	23231204.00	19546498.00	889895.06	1995084.20	2149890.20	1526928.50	3359430.20	2683876.50	2227166.00	197509.38	5006228.50	3676791.80	9717826.00	4909561.50	5127540.00	5152111.00
P46978	17065634.00	17288518.00	17314598.00	18478070.00	20269038.00	16895080.00	2637764.20	2184176.00	1390218.80	1163362.50	2766758.20	1563210.40	2143810.20	910011.40	5370336.50	3625909.20	7525398.50	3746111.50	4744680.50	4227253.00
P31230	17008282.00	24690834.00	16911866.00	31841310.00	26817760.00	19463414.00	690527.44	2369881.50	1677509.90	1552176.40	3432362.20	2708334.50	3147713.00	504814.25	5815180.50	5906140.00	7987231.00	4155046.20	6424787.00	5390180.50
Q80UG5	16870456.00	24151258.00	15678906.00	22188310.00	24844428.00	21111594.00	786178.00	1389242.60	999054.25	891123.90	1748503.90	2362106.00	2446708.80	248458.69	4603954.00	5200746.00	8093759.50	5656494.50	7148701.50	5159311.00
P46471	16853828.00	23798260.00	18705504.00	24603648.00	24551482.00	24106478.00	1581482.80	2546778.00	2431792.80	1791872.50	3517772.00	2902282.50	2933531.20	912718.50	8296926.00	6103720.00	8549958.00	6007894.00	8109941.50	5912482.00
Q9CZY3	16852366.00	33336796.00	16933038.00	27335708.00	25589522.00	19727100.00	614275.00	3293087.80	1561826.00	1432086.90	2283645.20	2083487.80	2623734.00	82763.26	27968616.00	3062420.00	9538688.00	4459829.00	8050938.00	12317647.00
Q9JJU8	16832398.00	29162884.00	16775069.00	22960796.00	26475890.00	26948926.00	311436.72	1492203.80	2280528.80	1057239.00	4644949.50	1886941.80	2840598.80	185387.50	5672712.50	7331487.50	10405500.00	3130749.20	7096196.50	6538835.00
Q9EST5	16829866.00	22761000.00	17494434.00	29861636.00	26942034.00	18936382.00	249774.30	2274419.50	1876859.80	2267735.80	3823887.80	3436400.50	4368879.00	146112.60	7963647.00	7135402.00	6383106.00	7047449.50	11867832.00	5105615.00
P63001	16819702.00	26856088.00	20744548.00	24692240.00	23531648.00	21758904.00	673367.06	894125.30	811992.06	709778.94	1020490.06	937913.60	960484.75	193114.53	1986018.20	2431006.50	5671106.00	1275578.40	3166601.50	2996505.50
Q8BWY3	16803608.00	23248248.00	15113491.00	26275000.00	24543120.00	16198954.00	820331.00	1626299.00	1278189.00	1264513.40	1894156.00	1840830.20	1941626.20	93081.50	3862790.50	3417339.50	5394361.00	2941753.50	7528190.00	3725486.00
O70492	16798742.00	23843308.00	14293203.00	21524572.00	21961264.00	19253030.00	697362.20	1021197.75	1418577.20	1090141.60	2336757.00	1326646.00	1948429.90	111953.32	4114311.00	5269752.50	9896725.00	3291166.20	6229844.50	4804929.00
Q9WUM4	16797840.00	19017372.00	18001978.00	23822752.00	22027654.00	19761310.00	1358758.10	2930220.80	1810973.60	1643369.50	3224991.50	2638013.00	2341344.50	716173.40	4824364.00	5393010.00	6333470.50	5389611.50	7452433.50	5325193.00
Q64674	16794936.00	18702030.00	13254247.00	23863916.00	19887108.00	15519120.00	809355.06	1804114.00	1536478.50	1255264.90	3751738.00	2484257.00	2940927.80	211773.02	4016743.20	4730776.00	6492994.00	6018280.00	5566706.50	4280922.00
O70400	16787966.00	11979408.00	9305474.00	30080350.00	21336722.00	17197198.00	0.00	636315.50	306679.22	637749.80	1887535.40	1297201.00	5939462.00	148702.28	3032651.50	2613380.00	4534496.50	7188828.00	7599414.00	3657664.00
Q9Z0X1	16772455.00	25635640.00	16776435.00	21041934.00	22131176.00	27296934.00	4729874.50	748799.56	1721878.60	632437.44	5040990.50	842907.20	3912663.00	1135879.80	8432234.00	8490425.00	9889808.00	2118978.00	6055220.50	6660249.00
O35685	16762766.00	29065940.00	20551028.00	28921052.00	30349112.00	23188980.00	591234.50	2424564.80	1661779.00	1370339.80	3280356.20	2751730.00	3263055.80	331139.22	6524981.00	6573646.50	7273478.00	7740355.50	10371000.00	5450697.00
Q8BVY0	16750055.00	20797402.00	5688272.50	23495746.00	16937628.00	14508169.00	2589720.80	2455030.00	1339835.50	1224030.50	2209928.20	3171285.50	3411140.00	3123628.50	7043947.00	4721564.00	3069405.00	4377130.00	5502251.50	3668762.00
P62192	16651564.00	23628164.00	16986332.00	22231700.00	21384348.00	18562472.00	1272708.90	1585297.20	1124635.20	799575.20	2908468.50	1121423.00	2328383.00	511263.00	4188628.00	4006246.00	6851510.50	4187559.00	5282972.00	4736263.00
Q61599	16635857.00	21582672.00	17213456.00	30767324.00	30179108.00	21354710.00	990129.60	5125270.50	4780846.00	2935452.20	5880458.00	5843589.00	8517315.00	154549.20	9893162.00	6936128.50	10506151.00	4818725.00	9806084.00	9060091.00
Q9QYB1	16621626.00	13344794.00	12352576.00	18115990.00	19873174.00	17964386.00	508005.94	1582084.40	1571261.60	1237190.10	3874455.50	2351842.20	1784441.80	74445.46	3546965.80	7888899.00	6165442.50	4597392.50	7079340.00	3812722.50
Q60715	16612726.00	13098517.00	63470616.00	12771110.00	20111702.00	14085202.00	1211946.90	1236128.90	968982.50	1067016.00	830342.94	1101932.60	696183.40	592865.60	4177864.50	1824182.50	4874409.00	14358153.00	4767127.50	2147767.80
Q91VW3	16596834.00	27577412.00	15049736.00	13986124.00	20298410.00	19665048.00	155970.89	1479777.10	1249016.00	796126.25	2659710.50	1128439.20	1352939.00	129843.23	3351349.20	3362661.50	5159228.50	4043400.00	2152164.50	2164754.50
Q9CR62	16574739.00	21634570.00	18131580.00	14982267.00	17613008.00	17523986.00	1450410.90	945332.56	778309.50	782180.70	1485665.00	1097023.20	909444.60	809234.44	4030221.20	4455701.50	4456773.00	1873474.80	3210016.50	4230502.50
P26231	16568784.00	16251090.00	14246071.00	17024606.00	22049514.00	17933696.00	1495753.20	1588437.80	2084475.80	1212827.40	1335025.00	1310243.20	1718152.20	825408.10	3240816.00	2853360.20	7725851.00	3051398.50	6624792.50	2796313.00
Q3UHX2	16543999.00	17546072.00	14857666.00	28546540.00	25231908.00	20738376.00	448957.62	2153193.50	1518148.00	1329696.60	2554495.50	2808523.20	2981204.50	258735.53	5640142.50	6590420.00	5932542.50	4498667.00	7409032.50	4503123.00
P70372	16528296.00	16086162.00	8875131.00	18907250.00	20749988.00	16328711.00	2668801.80	1923359.10	1856505.90	1293494.20	2051281.80	2497128.50	2540876.50	1571658.60	6139055.00	6328682.00	5569102.50	4862495.00	7288677.00	4764895.00
O08997	16514305.00	27474270.00	16444756.00	21694974.00	23145920.00	20065120.00	428600.50	1880715.20	2769799.50	1584654.50	5804934.00	2284597.50	3245932.50	63079.09	5658692.00	6883500.50	7232399.00	3607566.50	6712984.00	4747590.00
P07214	16493851.00	17426554.00	20034416.00	14383062.00	24600772.00	20565524.00	2030681.60	1320627.20	6162138.00	1987643.40	2057847.50	1076689.90	3148144.00	813637.20	2576162.80	4330694.00	10037590.00	8978737.00	3063407.80	2938138.00
Q9ES97	16491462.00	23650540.00	17139118.00	24062802.00	25119436.00	21675198.00	1629098.60	1404732.40	1440813.50	910746.40	2994625.00	2368555.50	2492757.80	475615.28	4366484.00	4686215.00	8584269.00	3601617.00	4999146.50	4782290.00
Q8BMF4	16482653.00	20619862.00	14351620.00	15874739.00	14538906.00	16312704.00	2971072.00	1107527.60	945967.40	1443544.90	1560346.20	1332924.40	1128060.10	899648.75	3750741.50	3613073.80	6488777.50	2123024.80	3365696.00	3330291.20
Q8K2B3	16433634.00	15729953.00	11624043.00	16709422.00	10303330.00	16451331.00	939365.75	2118466.00	843675.44	1445572.50	1676600.00	1519855.40	1221106.10	909650.75	4689841.00	4472038.00	5567704.00	4147798.80	4949143.00	4574262.50
O70133	16345454.00	21711832.00	10515189.00	20815000.00	20763772.00	19280652.00	2425440.20	2072790.00	1431490.20	2125283.50	2368225.50	1624760.60	2184855.20	2183959.80	6495017.00	4622364.00	6621095.50	4745992.00	4870149.00	5282443.00
P18608	16322799.00	16771162.00	5302420.00	23936768.00	16608914.00	12807796.00	2509473.00	3940748.00	1749990.50	1221898.90	1780028.50	2381584.00	1676200.50	1349044.60	7148251.50	5433441.00	4286124.50	5209616.00	5063395.50	4976858.50
Q3UW53	16308300.00	31919916.00	17326202.00	38768680.00	30127232.00	24980008.00	1336654.60	3077732.00	2295946.80	2863474.00	4731183.50	3039431.00	3550534.80	243338.22	12510455.00	7156423.50	14793537.00	7312168.00	8480976.00	6726784.00
Q8BMJ2	16300267.00	18581078.00	13368551.00	21841550.00	21722066.00	18916044.00	804562.30	1553872.90	1098964.50	1198784.20	1374772.80	1645862.00	1424368.80	321740.78	4128798.00	3647938.00	6751256.00	2212954.00	4952871.50	3617987.80
Q61029	16195564.00	17008376.00	10127358.00	21901688.00	19234586.00	13407739.00	1989631.50	2457018.50	1479688.20	1580742.10	1876342.50	1808541.90	2280112.50	1903311.80	7483194.00	3844755.00	4951316.50	5045184.50	6111616.00	3073922.50
Q9JM76	16185788.00	14715212.00	9995588.00	14728817.00	14037609.00	12320175.00	760669.20	1146007.90	552169.40	785157.60	2331214.80	1332218.20	607024.10	313792.62	3436074.20	2309252.50	6039632.50	2808298.00	4098763.20	2248938.20
Q9DAR7	16177985.00	23408004.00	15083340.00	27360902.00	20648494.00	18937526.00	665293.60	1474675.50	932359.50	912914.10	2332511.80	1883430.10	1633639.50	482010.40	5142721.00	3600111.00	5164961.00	5079885.00	5928168.50	4498252.50
Q9JKR6	16125934.00	18808100.00	10019227.00	21289920.00	20297724.00	14964798.00	2853892.20	2015489.00	1900399.80	1597897.80	2316533.50	2571046.50	3478211.80	1400006.40	5092444.00	3191105.00	6846752.50	3673650.00	4836647.50	5049879.50
Q8K310	16113996.00	17198530.00	13797380.00	20370760.00	18073132.00	12367642.00	2962834.80	1628901.50	1255188.60	1120851.40	1016750.75	1705883.90	1507386.80	1459785.80	4191776.00	3612571.80	4117596.50	3183560.20	4482930.00	3074014.00
Q9R1Q6	16067494.00	36748340.00	16892832.00	16791872.00	16838824.00	15217600.00	3080474.00	885905.44	2273875.80	1038216.50	1406584.20	875280.56	1675749.80	391005.03	3013147.00	2926105.50	18449182.00	2382752.00	2157141.00	3585513.50
Q9Z1Q9	16054570.00	24736564.00	16267506.00	23963296.00	21182308.00	19600770.00	820157.60	1892019.60	1545442.00	1033516.10	3388953.00	1883345.00	2486312.00	374484.25	5689752.50	5781715.00	6135899.50	2858979.20	5708187.00	4697725.50
Q64442	16054018.00	30876900.00	14608624.00	24454766.00	25904004.00	20829902.00	895291.75	1610867.40	1797609.40	1086295.60	2697680.20	1379437.00	1256563.20	113599.29	4899873.50	4856859.00	6718447.00	2918096.50	4238098.00	6526876.50
Q9Z1G3	16017336.00	25574272.00	16697360.00	21418652.00	21671844.00	22320596.00	1030676.90	1326732.20	1460813.40	815412.94	2702230.20	1804011.80	1191628.50	238385.81	3716978.50	5277001.00	6749442.00	2985117.20	4817434.00	5649991.00
P24527	15990102.00	21032488.00	16098090.00	22240928.00	22216242.00	16624853.00	690789.10	1914995.00	2337742.00	2331987.50	2601037.00	1581171.00	2312630.80	37979.88	5091637.00	4760932.00	8201779.00	3985427.20	6603097.50	5280934.00
P46935	15813480.00	17919992.00	14063631.00	19742142.00	20488696.00	16520530.00	885340.80	1201911.80	1443490.40	1210786.50	1578554.60	1598927.60	1054909.00	412529.66	2818382.50	3558511.80	4912790.50	3507876.80	3076931.20	3613408.20
Q9JMH6	15808599.00	21111522.00	12674231.00	28257910.00	17215290.00	20829564.00	870509.75	1942024.00	1665077.10	1572687.50	3774015.00	1959276.90	3998805.50	170557.72	6793727.00	4794768.50	16559834.00	4162219.00	6685601.00	3417888.80
P15116	15782500.00	16174613.00	16850260.00	22250562.00	17755934.00	15690258.00	1858568.40	2111282.20	2335302.20	2202798.20	2920865.80	3030830.50	2451716.20	1563198.20	5347811.50	3701934.80	6667877.50	5133095.00	8376019.00	3641447.50
P61620	15679926.00	26134244.00	16692317.00	19975208.00	22396940.00	19249256.00	963375.75	780708.06	730416.00	572491.25	1641229.80	815873.60	1037842.50	451624.50	2745739.00	2340941.20	5161229.50	2160602.20	2400257.80	2439910.00
Q9DAW9	15652264.00	12941404.00	16381728.00	10749180.00	14745701.00	11867018.00	0.00	2296982.00	1551901.20	643692.60	3036317.50	2363564.00	1530728.00	48767.92	2446420.50	3129096.50	6030350.00	6237346.00	6845505.50	2656158.20
Q8BFY9	15646057.00	18224702.00	15823162.00	24537612.00	21164830.00	17667600.00	508627.88	1648397.80	1289491.80	1348084.80	3047933.20	2138839.80	2169861.80	201559.36	5744921.50	4391089.00	6279760.00	4369319.50	6438037.00	5491512.50
P28656	15616892.00	25477828.00	19866108.00	30731816.00	32426756.00	20100432.00	2071166.20	2070773.20	2923524.00	2254606.80	4245796.50	3135631.00	5145741.50	273815.75	10133723.00	6025099.00	12460247.00	6518744.50	8257386.50	4714678.50
P70698	15603660.00	12978444.00	16227762.00	17326876.00	16143241.00	10802114.00	1034063.25	2509763.00	1813363.50	1066107.20	2959349.50	2159476.80	2192658.20	0.00	3814650.20	5121845.50	8102196.50	4529548.00	6652388.00	4067446.00
P60229	15599496.00	21986694.00	19807936.00	31055948.00	28093732.00	24261424.00	567503.10	1388372.50	1363031.50	1155378.60	2615521.50	2219476.20	2023374.80	350259.28	4637997.00	2798032.50	7901861.00	4144642.50	5115900.00	3969706.80
