"","05J_C10_A10","05J_C10_A11","05J_C10_A2","05J_C10_A4","05J_C10_A5","05J_C10_A6","05J_C10_A7","05J_C10_A9","05J_C10_B1","05J_C10_B10","05J_C10_B11","05J_C10_B2","05J_C10_B3","05J_C10_B4","05J_C10_B5","05J_C10_B6","05J_C10_B9","05J_C10_C1","05J_C10_C11","05J_C10_C2","05J_C10_C8","05J_C10_D1","05J_C10_D11","05J_C10_D2","05J_C10_D3","05J_C10_D7","05J_C10_D8"
"Rcn3",16.668949435141,18.8310892220974,17.7066692048521,17.8309830558966,16.9750186826101,17.1676928169828,16.9381620044547,17.0790946893539,17.1234627238838,17.7002551334536,17.9639811800275,16.8614493210883,16.954416156728,16.6225900350061,16.300571371346,18.6030077063741,17.2851655591428,16.8246234921807,17.0273099539141,15.9953554570026,16.7610892693649,18.2195615538393,17.5569397460853,16.9180989052189,17.2975325096687,16.022514988595,17.0080109638244
"Rdh11",17.1706343770548,17.1211743627394,17.2442119436217,17.592076927875,17.1037354986048,17.3236133165906,17.4175474891932,17.356176931443,17.9306064064381,17.4438888483668,17.6698656951415,17.3920149422412,16.9885577284662,17.940104907054,17.6705678261517,17.2896724719426,17.673654317548,17.3071086026659,17.4325967878789,17.6376120192691,17.7084052522168,17.5318254473353,17.018508962272,16.9777346127412,17.7712534970804,17.1016378032744,18.0360507828914
"Rdx",18.5549509090444,18.2244983768761,18.8387928051473,18.292702198351,18.5339338205474,18.216360575022,18.3110551062509,18.5558331181435,18.6137624290558,18.4056282614298,18.5167655658994,18.3125446901474,18.7653660857871,18.6220709365527,18.8151414070167,18.4103472265945,18.5543405284782,18.7693603560347,18.5253799626527,18.8196536375029,18.6377212736882,18.6802467560373,17.6766736758979,18.3028508765459,18.4363552201922,18.703937720779,18.4691811444581
"Rela",18.7622095750713,18.7789189205795,18.9043406049701,18.6484278732131,18.8921311252856,18.7766330409355,18.6307820858291,18.8502637317701,18.5389809847331,18.1222183457557,18.296641164552,18.3929574187152,18.1936681095045,17.9621566904996,19.4545523103805,18.150049202057,18.5313483603427,19.2906380868694,18.9270528729906,18.5655595976423,18.038428703592,18.3616510546859,19.0515447189733,18.8470178666504,18.8408572304842,18.3469041479393,18.6882533806748
"Renbp",17.0775802098175,18.9279392438877,18.3789831144438,17.9026250913339,16.7576098289399,17.5109687968201,18.791921847946,18.8313341121501,18.3780213640419,18.7401366078894,18.9559572461026,17.3550762916961,19.2950689143337,18.2251557965186,16.4658577986352,18.8218983303152,17.7572562502014,18.4964148489299,17.8959005264461,16.6446101234241,17.1053149071205,19.1111365115762,17.6225543941887,17.8925864024514,16.5635728690572,18.3215952795091,18.3780909214368
"Retreg1",15.2649270744362,15.0784891662502,15.4522185998691,15.190417922105,15.712504987492,15.8858465894046,15.6563008059931,15.6502049205509,16.3553982900539,15.3995048643199,15.4025277643786,16.001962572015,14.8096433882965,16.2583426902039,15.9280928106569,15.0291183678302,15.6001111084433,16.1185069660595,15.3108736689253,15.8439897581766,15.8922068456228,15.5762207036469,16.4374211497236,15.7140402462023,15.2788750506181,15.3240558884662,15.7322360136001
"Rex1bd",16.2438307842789,16.7401138482121,16.3449373539046,16.8285876613245,16.3310926314986,16.7818721466115,16.9665210099031,16.4814787422806,16.3573938065597,16.4403469418053,16.336229412618,15.3659060371579,16.1026854321132,15.9957257318547,16.9431781764146,16.047761815842,15.7991809048555,16.9848381962757,16.383065063166,16.8356599430381,16.0786249668907,16.0098699724543,16.2946056349771,16.1750502031763,16.2003122659463,16.1993414344497,16.1641636655318
"Rexo2",18.0080928655427,17.8273998068103,18.0810900733623,18.1939617277739,17.788558750751,18.094800173855,18.0488612802748,18.1123218577394,18.0520394635209,17.895590760793,18.6097311573643,18.1436185725228,17.9453908095876,18.3607633022715,18.0279409970011,17.8379321502671,18.0939531642818,18.303706846672,17.955960861359,17.9769012694657,18.0877209148478,18.0350021562352,18.4855077155339,18.3752670597156,17.9600187886799,17.8717652360204,18.0326402052109
"Rfc2",16.3604704409063,16.2484488732576,16.4099518717792,16.6946467719106,17.0896314959221,16.6796413498931,16.6956122034473,16.8084579123402,16.8631636322106,16.2782132262119,15.9868068039877,16.676072804945,15.7158817888931,15.9386829636535,16.739774020896,14.506565753382,16.1835127559289,15.8985608873832,16.5210476213011,17.1574885240488,17.1957877742364,15.1302792647455,17.4147343429791,16.8883594191946,17.0315700788989,16.7877330965344,16.8485060478576
"Rfc3",15.05106291971,14.5142257437589,15.4297716531213,15.3074192664133,16.2081887283056,16.1317965957641,15.1020907818198,15.6876733393996,15.7692242490682,15.4715070246273,15.2199116422492,15.9637244203621,15.0774242517021,15.3230974823453,15.9483888150306,15.1432815229614,15.3305869230207,15.545136983846,15.8584566199887,16.0826959079704,16.3400946406488,15.0449950343733,16.1607299603077,15.6391356571878,16.0515576613586,15.631057160429,15.4372739109005
"Rfc4",19.2925746463243,14.5366284151661,17.9018240885485,17.0805221986403,17.0718989316637,16.514699031808,17.1532673863337,16.5370071307352,18.1878333956372,16.2978085602023,17.2449415200069,18.0784749508573,19.3452417821153,16.1145183780802,16.8823625365431,14.0542334414976,16.4385651991718,17.2449498431413,16.5850901068644,16.1597329057781,18.0763742499094,17.4022595172126,17.4249938300827,16.9813865177256,17.2079393666096,17.8145110363872,16.7863741323681
"Rfc5",14.7336688792229,14.2822705795706,14.4827287306273,15.0724511971443,15.4287219871169,15.4409966393477,14.9623320527493,15.303683328476,14.939831751863,13.923983790134,14.4215107800562,15.1037214765725,13.4482883544122,14.6782349453484,15.2687452785929,13.7912535987179,14.7569659645249,15.1811609403217,14.7865884882822,15.9478753204957,15.3774661567205,14.1268601501419,15.8590078055137,15.2419815385589,15.6861018123165,15.2788931712142,15.2172978409175
"Rgs10",17.1521018306652,17.1858965130761,16.4894986295122,16.4472479197419,17.102590520523,16.7053754368056,16.4074090553248,16.6636848468682,16.5701286413749,16.1035391979851,16.5927258792495,16.1797460866065,17.5528038581724,17.1012509330422,16.1798272328913,16.8624358339239,16.3546912304624,16.6300692529826,16.9431931090352,16.4645171327204,16.3572189604536,16.3694494722386,16.7516918254032,16.7916909359865,16.1740951185891,16.2622703192184,16.096751660668
"Rheb",19.0658790886898,18.02472622637,19.2325268339517,18.8585447935809,18.4590806980286,18.6604253213534,18.9688142113155,18.3993844331476,19.0288107733229,19.1215481989633,19.4653781502808,19.2937267561438,18.6987417753175,18.1197554935054,19.1313586508472,18.6159825875063,19.0787910137239,19.1714083339215,19.1880496013495,19.0334754943247,18.7924912299916,18.9839360602804,18.228879205654,18.5835147551633,19.3109476627862,18.7760597852378,18.8267872303875
"Rhoa",19.4763579049752,20.7709719363287,20.3872100650621,19.990242469196,19.2312309118016,19.3037688355175,20.3062073997705,20.2084933544331,20.0159854917798,20.3791496512439,20.7291285466694,20.397191119396,20.3603995660541,19.74059811263,19.4453522288639,20.6033050900376,20.5457636197898,20.6420654162447,20.5167439343178,19.4154965084927,20.1961875248169,20.2859958153048,19.0492647536739,20.3224347433058,20.6145765204057,19.7861388964689,19.404536148593
"Rhob",16.6963534257061,18.1702713172924,16.9758678527785,17.1096775860852,16.4479095989884,17.3788536057486,17.002721968251,16.8905903509906,17.2631011268418,17.4749359946904,18.2232145257968,17.5230910187488,16.0502136208153,17.2655643989927,17.4755355875078,17.5585706100225,16.8529855253346,16.5069036737864,17.3652646526066,16.6452431895642,16.5350696325788,17.7425934031434,17.0233169721744,16.9007644921695,16.6004436406014,17.2832089499182,17.2655979393506
"Rhoc",18.6330075468901,18.8014766316243,18.7521913770209,18.3433186922151,18.0710087309791,18.4341300008429,18.2634121921651,18.4222967930771,17.9105617616644,18.5286620443133,18.6446804486221,18.4195577274755,18.8240218074896,18.8847886970956,18.4782811259499,18.6962708134408,18.9258138415168,17.7545737028773,18.5085302590633,17.7037216461362,18.72948041456,18.4721396354299,18.5536748777499,18.4013899241006,19.0429613404904,18.3767882548757,18.5931483771306
"Rhog",18.3690004071267,18.1836009185648,18.557417287314,18.3658289364221,18.5114663612991,16.3847245546589,17.8626710726964,18.3783331006244,18.8013116008379,18.2600243015248,19.0214569579361,18.4180332806229,18.4049730646629,18.5152573409322,18.0440918765226,18.149088819411,18.2594172218286,18.7732042273057,18.6112155196658,18.7927274806573,18.4788625097372,18.6577671206651,18.3257749365912,18.3673709856452,18.2587675903651,18.553766429743,18.4282340602284
"Rhot1",15.1194674943816,16.2331170710806,14.1203963900832,14.0436404886426,14.2356792023627,14.8666592625417,14.4366983653349,14.6618530099909,14.2952497576321,15.9640110625717,16.2797004448988,15.4897833046487,16.0802161524747,14.7081921621894,14.8550491750201,16.0741099784469,14.6570279259951,14.6720372615436,16.7967944433325,15.0056837189009,14.7058827651079,14.4080767451798,14.8258486593979,16.9783422828355,15.873511562128,14.6344192969599,14.5991816770461
"Ric8a",15.8343284973873,16.5931892940455,16.0747979907435,15.9274911620526,16.0574069760892,15.9312781120774,15.958673104375,16.237228932775,16.5430692112548,15.9292297914326,15.8808230044682,16.0511199026544,15.7887011299356,15.1502803734636,16.283485944016,15.4376034365678,16.0314263758668,15.9887271275522,15.6984935118194,16.1098022497221,16.2337301517668,16.405381924288,16.4515951073098,16.1055896123019,15.9773981202804,15.8162298377673,15.8850400775618
"Rnd3",14.9215654647434,14.655202581426,15.2850240306056,15.2155984040205,15.0473510962445,14.5872049108618,14.7555917912612,15.0509505832289,14.9759147891457,14.6671138665922,14.4006026648142,14.7834952094189,14.4005412749255,14.4091714606522,15.8505780561218,15.0454655174869,15.5820488769464,15.2654041346488,15.3132127380788,15.3341027782154,14.978175719612,14.7130039420607,14.8811833390323,15.2075781613726,15.5177839547645,14.9057746042765,15.0375365791188
"Rnf149",15.4015799171542,16.4562434711574,16.1534294047891,14.4753645436098,14.9833757544524,14.862989064909,15.5941173068368,14.719171683524,14.8561548472828,15.2651199702301,13.3982407888326,15.82333499473,16.8504731903229,15.2033235954357,14.7598270117669,16.2918628531923,15.7422120859353,14.6821949678488,15.4306905987572,14.9617302382857,16.2155477242708,13.6425326415234,14.9803921392309,14.9884751592248,13.5989251289319,14.0038740567762,15.0435176283555
"Rnf181",14.7644711736459,15.230006131944,13.760577878361,15.0107802987695,15.5533612444417,14.7111119583622,14.7656781149977,15.646867198166,16.4368291376566,15.3937503891505,14.7279681188493,15.3796565656511,15.1874897851181,15.0099853441942,14.7863586027071,14.879254794415,14.6895413006136,14.8880571543586,15.3834603666954,14.808482900308,14.2440157455202,14.8182564972359,14.9692295342905,15.3002098421362,14.9744005482061,14.2502404634142,14.2288820238558
"Rnf213",19.0065112148406,18.8871273127893,19.1253635353969,18.533148846558,18.1381040165741,19.1702579659743,19.0668582948937,18.5888386577633,18.3426486927015,18.7254437172626,18.2131060099128,18.6530715198959,19.2444169331153,19.2290365156443,18.8445307155609,19.0781411242104,19.0483712533003,18.5649779053303,19.4004852837757,19.2258074472337,18.3907270545359,18.6577809031843,19.1780024272944,19.2078949952793,18.7520915904182,18.4799630817577,18.4812766318292
"Rnf40",16.4894486369412,16.2933904938397,17.5075425602586,16.6469750489037,17.0366490464112,16.7258479238493,16.2996667625605,16.3121244031226,17.2109929425365,16.4572676320281,16.0642433314567,16.5868531076136,15.9846700597043,16.5596272658992,16.7350365729668,15.780680813707,16.3011648655106,16.6740972888105,16.3553611300772,17.0487794863811,16.3995581008483,16.1796867793532,16.7335441326745,16.5879470141592,16.7792401280896,16.9878188221215,16.7964183912608
"Rnh1",21.2636212441408,20.6834324799923,19.9509454906295,19.8700409621851,20.3196447640963,20.1249000009567,20.5645034757486,20.8811193143757,20.8113267576616,20.4642048800528,20.6321824289268,20.8818613602612,21.0281187169685,21.0876385319448,19.9279481483052,20.7252805672784,20.2854891725125,20.0878805240786,20.3961353185124,20.5878973772714,20.3268499446827,20.6446973672531,20.2068094937457,20.5390318531723,19.8426042541987,20.7627292440585,20.9800311768889
"Rnmt",15.4258503842101,15.2028821603624,14.495147696429,15.0296471257011,15.2072509960358,15.319825030897,15.3949216812399,15.0103340442466,15.1448853248978,15.1107693812188,14.9452704861854,14.6571082048335,15.2359000475304,16.0920458615032,15.8753000028031,15.0903608357751,14.9979544877595,15.4839298312538,15.1715867899042,14.9632948129266,14.5792728546062,15.0414982466641,15.3990722423404,14.4085176952618,15.2460649071195,14.8142296008566,15.1307291058014
"Rnpep",18.3760094795923,18.3201848666059,18.3483808946048,18.5294184884596,16.6660624364806,17.3482338101758,17.916330343594,18.0624259581259,17.9236697120305,18.369235804844,18.7333860569243,17.8001695648744,18.4852577586149,17.8089972819888,16.994422737622,18.5465146826321,18.2003572724338,17.5056192417073,18.0778954291815,16.8976505089353,18.3953879932845,18.4406598921536,17.8231340686973,18.3006524127147,17.3106845446462,18.1324877610953,18.3834422910607
"Ro60",18.6301374477417,18.3072157948522,18.3583485791701,17.2134628002564,18.2379188918551,16.9538344416302,18.0409656964468,18.3220540148906,18.0326981760645,18.0897480785158,17.9420283529479,18.2022286956521,18.3614855996572,16.8709651482464,17.0480222413399,17.9098948509905,17.8915685224705,17.6605275773434,17.9352014811577,17.8094884687177,17.745737501826,17.8876007710329,17.833423794371,18.315200995424,17.9298772435632,18.476207586565,18.0491556228918
"Romo1",14.5194255321411,15.5209732595601,14.7680314798621,14.7189686012903,14.6893224097882,14.7928413865274,15.1556382758788,14.8355444307935,14.6230535818753,14.3367911970616,14.8086869151145,14.7003162085027,14.5115631062757,14.7422176478603,14.904315504004,14.6816031173492,15.0044572050324,14.9978055596804,14.8310589100097,14.7792593666982,14.9648309041979,15.4232502136143,14.8651629270347,15.4170158948837,14.7287039535926,14.8717007493225,14.7568255865275
"Rp1",21.5031601248875,21.137353622233,21.0622199181314,21.2292110090968,21.2805769394688,21.3078785702526,21.1834027824594,21.0824097861286,21.6520009377666,21.1484568063128,21.0444570631955,21.6588997582059,21.0616997013543,21.4355788779381,20.6105757659417,20.4970922488841,21.0293129471997,21.5505256012085,21.1858548237635,22.0038703672227,21.5631278854627,21.6687114894033,21.766918074054,21.5010820226109,21.3088716357609,21.5997274686152,21.0928655681795
"Rpa1",18.9923130086278,17.2158653288459,19.312109830817,19.5833978978631,19.601188239716,19.1063504684705,20.2418103810654,18.7299732223263,20.3599097198881,18.5740317308184,19.0980199058958,18.7354440140858,17.2442842328176,18.3437139297379,18.9236385298654,17.1846700526109,18.1999061495883,18.7082369663466,18.3841925689392,19.0611678123838,18.6356376208122,18.5376124000763,18.4671459055228,19.1739211892915,19.8696027191981,19.0116103852387,17.9529936585005
"Rpa3",14.8400062348621,14.3713109672954,15.3446861736859,15.0631443742237,14.8761845400518,15.304879187386,14.8892205831246,14.9431133276202,15.148078797178,14.3530245399369,13.3619704994057,15.1410372518756,14.2629577377762,14.6378615258026,15.0437914213935,14.0746889787645,14.3517618286191,15.3532419634553,14.9478869162786,16.0740341440348,15.2294308799032,14.9046635677736,15.1087264769858,15.1310176311952,14.8629254732671,15.4013593102117,14.5836645971977
"Rpl10",19.6833253477513,19.9484942493179,19.8732553568638,19.3906646148931,19.5938090111692,20.1573350224762,20.1001567083249,19.8061402243347,19.8212013443244,19.8569568801289,19.4038626151116,19.2088013027805,19.4820106669961,19.5308718697097,19.7641865239581,19.744364413241,20.1897796589581,19.4999927574364,19.3848355480422,19.9341352759458,19.7970771758085,19.3597260199442,19.5583438363338,19.3887578029328,19.9304445141473,19.8597257514821,19.9349099747542
"Rpl10a",21.0317432333636,21.0449993387257,21.1603818708681,20.741220822703,21.2788284859832,21.5461065494398,21.0240440536555,21.1601893936323,21.6242475252106,21.0115991899304,21.031577810021,20.9299414229464,20.8233833593989,21.2713523630072,21.6687462839285,21.2392470354722,21.169008717114,21.4682793698897,20.8898182489745,21.629282971409,20.855457773747,21.3217464262192,20.8200947118768,20.8692164247707,21.3166774701724,21.1414656890158,21.3408636365533
